AC	sim	Count	Prop	mu_fit
383	1.784461721019522e-05	9.0	2.6701160610447868e-05	1.9e-07
384	1.7804840426125317e-05	2.0	5.933591246766193e-06	1.9e-07
385	1.776562375214271e-05	8.0	2.3734364987064772e-05	1.9e-07
386	1.7726908667058954e-05	7.0	2.0767569363681676e-05	1.9e-07
387	1.7688639755926343e-05	9.0	2.6701160610447868e-05	1.9e-07
388	1.7650765093051175e-05	2.0	5.933591246766193e-06	1.9e-07
389	1.761323664361445e-05	4.0	1.1867182493532386e-05	1.9e-07
390	1.7576010529406322e-05	6.0	1.780077374029858e-05	1.9e-07
391	1.753904726548119e-05	4.0	1.1867182493532386e-05	1.9e-07
392	1.750231191958746e-05	7.0	2.0767569363681676e-05	1.9e-07
393	1.746577414901437e-05	5.0	1.4833978116915482e-05	1.9e-07
394	1.7429408173855736e-05	15.0	4.4501934350746445e-05	1.9e-07
395	1.739319266600392e-05	6.0	1.780077374029858e-05	1.9e-07
396	1.7357110548001912e-05	5.0	1.4833978116915482e-05	1.9e-07
